timestamp,zone_id,river_level,rainfall,emergency_call_volume,road_closures,bridge_closures,historical_flood_probability,river_level_rolling_72h_avg,rainfall_rolling_72h_sum,emergency_calls_24h_sum,total_infrastructure_closures,river_level_trend,risk_label_true,risk_label
2024-01-01 00:00:00,Zone_A,1.37754703965338,0.0,19,0,0,0.3,1.37754703965338,0.0,19.0,0,0.0,LOW,LOW
2024-01-01 01:00:00,Zone_A,1.406663884523221,0.0,5,0,0,0.3,1.3921054620883004,0.0,24.0,0,0.02911684486984112,LOW,LOW
2024-01-01 02:00:00,Zone_A,1.265912987373014,0.0,13,0,0,0.3,1.3500413038498718,0.0,37.0,0,-0.14075089715020717,LOW,LOW
2024-01-01 03:00:00,Zone_A,1.271545468074918,0.0,17,0,0,0.3,1.3304173449061332,0.0,54.0,0,0.005632480701904141,LOW,LOW
2024-01-01 04:00:00,Zone_A,1.312850076121907,0.0,19,0,0,0.3,1.326903891149288,0.0,73.0,0,0.04130460804698899,LOW,MODERATE
2024-01-01 05:00:00,Zone_A,1.2073970003771068,0.0,13,0,0,0.3,1.3069860760205911,0.0,86.0,0,-0.10545307574480023,LOW,LOW
2024-01-01 06:00:00,Zone_A,1.2200653460067468,0.0,15,0,0,0.3,1.2945688288757562,0.0,101.0,0,0.012668345629639921,LOW,LOW
2024-01-01 07:00:00,Zone_A,1.0608712544106769,0.0,19,0,0,0.3,1.2653566320676213,0.0,120.0,0,-0.1591940915960699,LOW,LOW
2024-01-01 08:00:00,Zone_A,1.0076840977299002,0.0,5,0,0,0.3,1.2367263504745412,0.0,125.0,0,-0.05318715668077667,LOW,LOW
2024-01-01 09:00:00,Zone_A,0.9631659713466733,0.0,11,0,0,0.3,1.2093703125617545,0.0,136.0,0,-0.04451812638322694,LOW,LOW
2024-01-01 10:00:00,Zone_A,1.014169900227418,0.0,6,0,0,0.3,1.1916248205313602,0.0,142.0,0,0.05100392888074479,LOW,LOW
2024-01-01 11:00:00,Zone_A,1.085382555823205,0.0,16,0,0,0.3,1.1827712984723473,0.0,158.0,0,0.07121265559578704,LOW,LOW
2024-01-01 12:00:00,Zone_A,1.009935116596143,0.0,16,0,0,0.3,1.169476207558793,0.0,174.0,0,-0.0754474392270621,LOW,LOW
2024-01-01 13:00:00,Zone_A,1.0271094520902897,0.0,9,0,0,0.3,1.1593071535967572,0.0,183.0,0,0.01717433549414671,LOW,LOW
2024-01-01 14:00:00,Zone_A,1.0049752780090888,0.0,15,0,0,0.3,1.1490183618909127,0.0,198.0,0,-0.022134174081200886,LOW,LOW
2024-01-01 15:00:00,Zone_A,0.9642416544821676,0.0,17,0,0,0.3,1.137469817677866,0.0,215.0,0,-0.040733623526921225,LOW,LOW
2024-01-01 16:00:00,Zone_A,1.032196103063335,0.0,10,0,0,0.3,1.1312772462299525,0.0,225.0,0,0.0679544485811675,LOW,LOW
2024-01-01 17:00:00,Zone_A,1.0704535556914343,0.0,5,0,0,0.3,1.127898152311146,0.0,230.0,0,0.03825745262809921,LOW,MODERATE
2024-01-01 18:00:00,Zone_A,0.9592699704378668,0.0,17,0,0,0.3,1.119022984844131,0.0,247.0,0,-0.11118358525356753,LOW,LOW
2024-01-01 19:00:00,Zone_A,1.041492214842856,0.0,6,0,0,0.3,1.1151464463440675,0.0,253.0,0,0.08222224440498926,LOW,LOW
2024-01-01 20:00:00,Zone_A,1.054853236272555,0.0,7,0,0,0.3,1.1122753411025668,0.0,260.0,0,0.01336102142969886,LOW,LOW
2024-01-01 21:00:00,Zone_A,1.023563145263162,0.0,11,0,0,0.3,1.108242968564412,0.0,271.0,0,-0.03129009100939295,LOW,LOW
2024-01-01 22:00:00,Zone_A,1.0387044290360723,0.0,16,0,0,0.3,1.1052195538023104,0.0,287.0,0,0.015141283772910352,LOW,LOW
2024-01-01 23:00:00,Zone_A,0.868874338837341,0.0,13,0,0,0.3,1.0953718365121032,0.0,300.0,0,-0.1698300901987313,LOW,LOW
2024-01-02 00:00:00,Zone_A,0.9777100478468904,0.0,6,0,0,0.3,1.0906653649654947,0.0,287.0,0,0.10883570900954942,LOW,LOW
2024-01-02 01:00:00,Zone_A,0.9213133915489672,0.0,5,0,0,0.3,1.0841518275263975,0.0,287.0,0,-0.05639665629792323,LOW,LOW
2024-01-02 02:00:00,Zone_A,0.9685615164842478,0.0,18,0,0,0.3,1.0798707048952068,0.0,292.0,0,0.04724812493528063,LOW,LOW
2024-01-02 03:00:00,Zone_A,1.0273803953583374,0.0,11,0,0,0.3,1.0779960509831759,0.0,286.0,0,0.05881887887408954,LOW,MODERATE
2024-01-02 04:00:00,Zone_A,1.086744214539148,0.0,14,0,0,0.3,1.0782977117954506,0.0,281.0,0,0.05936381918081057,LOW,LOW
2024-01-02 05:00:00,Zone_A,1.0133746073203986,0.0,19,0,0,0.3,1.0761336083129491,0.0,287.0,0,-0.0733696072187493,LOW,LOW
2024-01-02 06:00:00,Zone_A,0.9676642634602356,0.0,15,0,0,0.3,1.072634597188668,0.0,287.0,0,-0.04571034386016304,LOW,LOW
2024-01-02 07:00:00,Zone_A,0.996835237410466,0.0,15,0,0,0.3,1.0702658671955991,0.0,283.0,0,0.029170973950230383,LOW,LOW
2024-01-02 08:00:00,Zone_A,0.981178146270986,0.0,14,0,0,0.3,1.0675662392887926,0.0,292.0,0,-0.015657091139479995,LOW,LOW
2024-01-02 09:00:00,Zone_A,1.0994868613343567,0.0,13,0,0,0.3,1.068505081113662,0.0,294.0,0,0.1183087150633707,LOW,LOW
2024-01-02 10:00:00,Zone_A,0.9109655320411034,0.0,16,0,0,0.3,1.0640039511401604,0.0,304.0,0,-0.18852132929325327,LOW,LOW
2024-01-02 11:00:00,Zone_A,1.0404098665053925,0.0,10,0,0,0.3,1.0633485599003059,0.0,298.0,0,0.12944433446428905,LOW,LOW
2024-01-02 12:00:00,Zone_A,1.0268226725086722,0.0,5,0,0,0.3,1.062361373754586,0.0,287.0,0,-0.01358719399672026,LOW,LOW
2024-01-02 13:00:00,Zone_A,0.9158510133365044,0.0,7,0,0,0.3,1.0585058379541101,0.0,285.0,0,-0.11097165917216778,LOW,LOW
2024-01-02 14:00:00,Zone_A,1.0290855604452636,0.0,16,0,0,0.3,1.0577514718641396,0.0,286.0,0,0.11323454710875913,LOW,LOW
2024-01-02 15:00:00,Zone_A,0.906285523914143,0.0,9,0,0,0.3,1.0539648231653898,0.0,278.0,0,-0.1228000365311206,LOW,LOW
2024-01-02 16:00:00,Zone_A,0.9917508657338724,0.0,14,0,0,0.3,1.0524474095694991,0.0,282.0,0,0.08546534181972942,LOW,LOW
2024-01-02 17:00:00,Zone_A,1.039071226121888,0.0,16,0,0,0.3,1.0521289290112226,0.0,293.0,0,0.04732036038801557,LOW,LOW
2024-01-02 18:00:00,Zone_A,1.0155125471031554,0.0,11,0,0,0.3,1.0512773852459187,0.0,287.0,0,-0.023558679018732542,LOW,LOW
2024-01-02 19:00:00,Zone_A,1.0292551167056283,0.0,13,0,0,0.3,1.0507768791427303,0.0,294.0,0,0.013742569602472887,LOW,LOW
2024-01-02 20:00:00,Zone_A,0.8924785264684674,0.0,11,0,0,0.3,1.0472591379721912,0.0,298.0,0,-0.13677659023716093,LOW,LOW
2024-01-02 21:00:00,Zone_A,0.9348940799816464,0.0,11,0,0,0.3,1.0448164193202227,0.0,298.0,0,0.04241555351317905,LOW,LOW
2024-01-02 22:00:00,Zone_A,1.0761110449810718,0.0,5,0,0,0.3,1.0454822624193898,0.0,287.0,0,0.14121696499942538,LOW,LOW
2024-01-02 23:00:00,Zone_A,0.9798584876298012,0.0,10,0,0,0.3,1.0441151004446068,0.0,284.0,0,-0.09625255735127058,LOW,LOW
2024-01-03 00:00:00,Zone_A,1.0521418785316592,0.0,19,0,0,0.3,1.0442789122423015,0.0,297.0,0,0.07228339090185798,LOW,LOW
2024-01-03 01:00:00,Zone_A,1.0682177618263051,0.0,15,0,0,0.3,1.0447576892339818,0.0,307.0,0,0.016075883294645932,LOW,LOW
2024-01-03 02:00:00,Zone_A,1.0582839217257178,0.0,7,0,0,0.3,1.0450229094789178,0.0,296.0,0,-0.009933840100587288,LOW,LOW
2024-01-03 03:00:00,Zone_A,0.980884822719742,0.0,19,0,0,0.3,1.043789484733549,0.0,304.0,0,-0.07739909900597586,LOW,MODERATE
2024-01-03 04:00:00,Zone_A,0.9095391207221594,0.0,9,0,0,0.3,1.0412564589974849,0.0,299.0,0,-0.07134570199758261,LOW,LOW
2024-01-03 05:00:00,Zone_A,1.015667394788223,0.0,13,0,0,0.3,1.040782587438054,0.0,293.0,0,0.10612827406606373,LOW,LOW
2024-01-03 06:00:00,Zone_A,1.0742492974170013,0.0,17,0,0,0.3,1.041391073074035,0.0,295.0,0,0.05858190262877816,LOW,LOW
2024-01-03 07:00:00,Zone_A,1.0723374865176858,0.0,10,0,0,0.3,1.0419436875998145,0.0,290.0,0,-0.0019118108993154692,LOW,LOW
2024-01-03 08:00:00,Zone_A,1.0367013365879256,0.0,15,0,0,0.3,1.0418517165294305,0.0,291.0,0,-0.035636149929760164,LOW,LOW
2024-01-03 09:00:00,Zone_A,1.059765564338851,0.0,13,0,0,0.3,1.0421605759744206,0.0,291.0,0,0.023064227750925426,LOW,LOW
2024-01-03 10:00:00,Zone_A,1.0007530657102777,0.0,17,0,0,0.3,1.0414587537665536,0.0,292.0,0,-0.059012498628573384,LOW,LOW
2024-01-03 11:00:00,Zone_A,0.9064576342523848,0.0,5,0,0,0.3,1.0392087351079842,0.0,287.0,0,-0.09429543145789288,LOW,LOW
2024-01-03 12:00:00,Zone_A,0.9433955336192889,0.0,8,0,0,0.3,1.0376380268868581,0.0,290.0,0,0.03693789936690406,LOW,LOW
2024-01-03 13:00:00,Zone_A,0.9798003796406988,0.0,12,0,0,0.3,1.0367051616086942,0.0,295.0,0,0.03640484602140992,LOW,LOW
2024-01-03 14:00:00,Zone_A,0.9334636258967988,0.0,6,0,0,0.3,1.0350664070735849,0.0,285.0,0,-0.046336753743900005,LOW,LOW
2024-01-03 15:00:00,Zone_A,1.0012083290556757,0.0,12,0,0,0.3,1.034537374604555,0.0,288.0,0,0.06774470315887693,LOW,LOW
2024-01-03 16:00:00,Zone_A,0.9850182830847596,0.0,15,0,0,0.3,1.0337755424273274,0.0,289.0,0,-0.01619004597091611,LOW,LOW
2024-01-03 17:00:00,Zone_A,0.9514628096430816,0.0,7,0,0,0.3,1.0325283798093843,0.0,280.0,0,-0.033555473441677974,LOW,LOW
